Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Length,Task Coding Sites Average,Task Coding Sites Standard Deviation,Information Type,Information,Information Concentration
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1629,100,30.0,4.4721359549995796,merit,54.0,0.54000000000000004
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1629,100,30.0,4.4721359549995796,fitness,72.0,0.71999999999999997
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1629,100,30.0,4.4721359549995796,efficiency,61.0,0.60999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1629,100,30.0,4.4721359549995796,viable,18.0,0.17999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1635,183,29.222222222222221,12.873554095964657,Task Count,66.0,0.36065573770491804
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1635,183,29.222222222222221,12.873554095964657,gest_time,81.0,0.44262295081967212
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1635,183,29.222222222222221,12.873554095964657,comp_merit,66.0,0.36065573770491804
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1635,183,29.222222222222221,12.873554095964657,merit,71.0,0.38797814207650272
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1635,183,29.222222222222221,12.873554095964657,fitness,104.0,0.56830601092896171
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1635,183,29.222222222222221,12.873554095964657,efficiency,81.0,0.44262295081967212
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1635,183,29.222222222222221,12.873554095964657,viable,17.0,0.092896174863387984
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1647,100,20.375,7.1403343759238611,Task Count,46.0,0.46000000000000002
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1647,100,20.375,7.1403343759238611,gest_time,61.0,0.60999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1647,100,20.375,7.1403343759238611,comp_merit,46.0,0.46000000000000002
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1647,100,20.375,7.1403343759238611,merit,47.0,0.46999999999999997
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1647,100,20.375,7.1403343759238611,fitness,77.0,0.77000000000000002
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1647,100,20.375,7.1403343759238611,efficiency,61.0,0.60999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1647,100,20.375,7.1403343759238611,viable,17.0,0.17000000000000001
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1626,179,28.111111111111111,7.9504639199992528,Task Count,61.0,0.34078212290502791
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1626,179,28.111111111111111,7.9504639199992528,gest_time,73.0,0.40782122905027934
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1626,179,28.111111111111111,7.9504639199992528,comp_merit,61.0,0.34078212290502791
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1626,179,28.111111111111111,7.9504639199992528,merit,68.0,0.37988826815642457
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1626,179,28.111111111111111,7.9504639199992528,fitness,98.0,0.54748603351955305
