Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Information Type,Information,Information Concentration
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,comp_merit,53.0,0.53000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,merit,58.0,0.57999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,fitness,80.0,0.80000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,efficiency,66.0,0.66000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,viable,16.0,0.16
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,Task Count,48.0,0.47999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,gest_time,59.0,0.58999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,comp_merit,48.0,0.47999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,merit,53.0,0.53000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,fitness,79.0,0.79000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,efficiency,67.0,0.67000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,viable,16.0,0.16
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,Task Count,61.0,0.60999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,gest_time,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,comp_merit,61.0,0.60999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,merit,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,fitness,83.0,0.82999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,efficiency,65.0,0.65000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,viable,18.0,0.17999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,Task Count,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,gest_time,51.0,0.51000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,comp_merit,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,merit,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,fitness,75.0,0.75
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,efficiency,52.0,0.52000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,viable,16.0,0.16
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,Task Count,74.0,0.6166666666666667
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,gest_time,74.0,0.6166666666666667
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,comp_merit,74.0,0.6166666666666667
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,merit,78.0,0.65000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,fitness,98.0,0.81666666666666665
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,efficiency,74.0,0.6166666666666667
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,viable,28.0,0.23333333333333334
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,Task Count,51.0,0.51000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,gest_time,65.0,0.65000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,comp_merit,51.0,0.51000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,merit,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,fitness,79.0,0.79000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,efficiency,67.0,0.67000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,viable,17.0,0.17000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,Task Count,52.0,0.52000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,gest_time,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,comp_merit,52.0,0.52000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,merit,52.0,0.52000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,fitness,83.0,0.82999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,efficiency,67.0,0.67000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,viable,21.0,0.20999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,Task Count,56.0,0.56000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,gest_time,65.0,0.65000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,comp_merit,56.0,0.56000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,merit,56.0,0.56000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,fitness,83.0,0.82999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,efficiency,65.0,0.65000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,viable,25.0,0.25
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,Task Count,40.0,0.40000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,gest_time,63.0,0.63
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,comp_merit,40.0,0.40000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,merit,42.0,0.41999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,fitness,78.0,0.78000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,efficiency,66.0,0.66000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,viable,11.0,0.11
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,Task Count,59.0,0.58999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,gest_time,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,comp_merit,59.0,0.58999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,merit,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,fitness,78.0,0.78000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,efficiency,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,viable,26.0,0.26000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,Task Count,41.0,0.40999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,gest_time,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,comp_merit,41.0,0.40999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,merit,43.0,0.42999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,fitness,75.0,0.75
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,efficiency,59.0,0.58999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,viable,17.0,0.17000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,Task Count,44.0,0.43564356435643564
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,gest_time,57.0,0.5643564356435643
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,comp_merit,44.0,0.43564356435643564
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,merit,56.0,0.5544554455445545
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,fitness,83.0,0.82178217821782173
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,efficiency,69.0,0.68316831683168322
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,viable,22.0,0.21782178217821782
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,Task Count,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,gest_time,66.0,0.66000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,comp_merit,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,merit,58.0,0.57999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,fitness,84.0,0.83999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,efficiency,66.0,0.66000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,viable,24.0,0.23999999999999999
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,Task Count,73.0,0.453416149068323
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,gest_time,86.0,0.53416149068322982
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,comp_merit,73.0,0.453416149068323
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,merit,76.0,0.47204968944099379
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,fitness,101.0,0.62732919254658381
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,efficiency,87.0,0.54037267080745344
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,viable,32.0,0.19875776397515527
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,Task Count,111.0,0.29057591623036649
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,gest_time,180.0,0.47120418848167539
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,comp_merit,111.0,0.29057591623036649
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,merit,140.0,0.36649214659685864
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,fitness,198.0,0.51832460732984298
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,efficiency,187.0,0.48952879581151831
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,viable,19.0,0.049738219895287955
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,Task Count,115.0,0.17087667161961367
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,gest_time,222.0,0.32986627043090638
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,comp_merit,115.0,0.17087667161961367
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,merit,177.0,0.26300148588410105
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,fitness,285.0,0.42347696879643387
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,efficiency,260.0,0.38632986627043092
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,viable,36.0,0.053491827637444277
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,Task Count,113.0,0.21240601503759399
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,gest_time,221.0,0.41541353383458646
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,comp_merit,113.0,0.21240601503759399
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,merit,160.0,0.3007518796992481
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,fitness,246.0,0.46240601503759399
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,efficiency,241.0,0.45300751879699247
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,viable,17.0,0.031954887218045111
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,Task Count,90.0,0.36885245901639346
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,gest_time,103.0,0.42213114754098363
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,comp_merit,90.0,0.36885245901639346
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,merit,94.0,0.38524590163934425
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,fitness,129.0,0.52868852459016391
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,efficiency,113.0,0.46311475409836067
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,viable,22.0,0.090163934426229511
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,Task Count,153.0,0.17667436489607391
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,gest_time,293.0,0.33833718244803695
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,comp_merit,153.0,0.17667436489607391
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,merit,208.0,0.24018475750577367
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,fitness,359.0,0.41454965357967666
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,efficiency,319.0,0.36836027713625868
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,viable,17.0,0.019630484988452657
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,Task Count,141.0,0.23421926910299004
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,gest_time,259.0,0.43023255813953487
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,comp_merit,141.0,0.23421926910299004
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,merit,196.0,0.32558139534883723
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,fitness,289.0,0.48006644518272423
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,efficiency,275.0,0.45681063122923588
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,viable,44.0,0.073089700996677748
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,Task Count,69.0,0.54761904761904767
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,gest_time,74.0,0.58730158730158732
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,comp_merit,69.0,0.54761904761904767
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,merit,77.0,0.61111111111111116
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,fitness,95.0,0.75396825396825395
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,efficiency,76.0,0.60317460317460314
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,viable,39.0,0.30952380952380953
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,Task Count,124.0,0.16577540106951871
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,gest_time,296.0,0.39572192513368987
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,comp_merit,124.0,0.16577540106951871
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,merit,210.0,0.28074866310160429
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,fitness,351.0,0.46925133689839571
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,efficiency,331.0,0.44251336898395721
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,viable,29.0,0.038770053475935831
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,Task Count,117.0,0.19402985074626866
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,gest_time,220.0,0.36484245439469321
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,comp_merit,117.0,0.19402985074626866
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,merit,156.0,0.25870646766169153
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,fitness,256.0,0.42454394693200664
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,efficiency,233.0,0.38640132669983418
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,viable,15.0,0.024875621890547265
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,Task Count,126.0,0.40645161290322579
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,gest_time,139.0,0.44838709677419353
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,comp_merit,126.0,0.40645161290322579
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,merit,142.0,0.45806451612903226
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,fitness,178.0,0.5741935483870968
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,efficiency,146.0,0.47096774193548385
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,viable,39.0,0.12580645161290321
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,Task Count,73.0,0.37244897959183676
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,gest_time,84.0,0.42857142857142855
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,comp_merit,73.0,0.37244897959183676
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,merit,81.0,0.41326530612244899
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,fitness,105.0,0.5357142857142857
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,efficiency,93.0,0.47448979591836737
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,viable,18.0,0.091836734693877556
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,Task Count,101.0,0.1860036832412523
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,gest_time,196.0,0.36095764272559855
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,comp_merit,101.0,0.1860036832412523
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,merit,139.0,0.2559852670349908
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,fitness,230.0,0.42357274401473294
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,efficiency,205.0,0.37753222836095762
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,viable,31.0,0.0570902394106814
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,Task Count,88.0,0.24109589041095891
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,gest_time,132.0,0.36164383561643837
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,comp_merit,88.0,0.24109589041095891
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,merit,117.0,0.32054794520547947
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,fitness,170.0,0.46575342465753422
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,efficiency,144.0,0.39452054794520547
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,viable,26.0,0.071232876712328766
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,Task Count,139.0,0.16430260047281323
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,gest_time,313.0,0.36997635933806144
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,comp_merit,139.0,0.16430260047281323
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,merit,210.0,0.24822695035460993
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,fitness,346.0,0.40898345153664301
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,efficiency,323.0,0.3817966903073286
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,viable,38.0,0.044917257683215132
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,Task Count,82.0,0.3014705882352941
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,gest_time,126.0,0.46323529411764708
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,comp_merit,82.0,0.3014705882352941
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,merit,100.0,0.36764705882352944
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,fitness,149.0,0.54779411764705888
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,efficiency,138.0,0.50735294117647056
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,viable,29.0,0.10661764705882353
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,Task Count,127.0,0.17302452316076294
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,gest_time,277.0,0.37738419618528612
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,comp_merit,127.0,0.17302452316076294
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,merit,195.0,0.26566757493188009
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,fitness,327.0,0.44550408719346046
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,efficiency,311.0,0.42370572207084467
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,viable,69.0,0.094005449591280654
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,Task Count,87.0,0.41826923076923078
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,gest_time,112.0,0.53846153846153844
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,comp_merit,87.0,0.41826923076923078
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,merit,92.0,0.44230769230769229
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,fitness,128.0,0.61538461538461542
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,efficiency,113.0,0.54326923076923073
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,viable,30.0,0.14423076923076922
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,Task Count,111.0,0.17289719626168223
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,gest_time,244.0,0.38006230529595014
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,comp_merit,111.0,0.17289719626168223
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,merit,163.0,0.25389408099688471
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,fitness,274.0,0.42679127725856697
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,efficiency,252.0,0.3925233644859813
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,viable,13.0,0.020249221183800622
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,Task Count,108.0,0.17504051863857376
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,gest_time,249.0,0.40356564019448948
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,comp_merit,108.0,0.17504051863857376
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,merit,172.0,0.27876823338735818
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,fitness,275.0,0.44570502431118314
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,efficiency,261.0,0.42301458670988656
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,viable,25.0,0.040518638573743923
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,Task Count,108.0,0.29347826086956524
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,gest_time,151.0,0.41032608695652173
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,comp_merit,108.0,0.29347826086956524
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,merit,121.0,0.32880434782608697
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,fitness,182.0,0.49456521739130432
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,efficiency,158.0,0.42934782608695654
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,viable,30.0,0.081521739130434784
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,Task Count,92.0,0.25
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,gest_time,136.0,0.36956521739130432
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,comp_merit,92.0,0.25
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,merit,120.0,0.32608695652173914
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,fitness,178.0,0.48369565217391303
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,efficiency,153.0,0.41576086956521741
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,viable,19.0,0.051630434782608696
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,Task Count,159.0,0.27040816326530615
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,gest_time,266.0,0.45238095238095238
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,comp_merit,159.0,0.27040816326530615
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,merit,192.0,0.32653061224489793
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,fitness,289.0,0.49149659863945577
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,efficiency,274.0,0.46598639455782315
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,viable,56.0,0.095238095238095233
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1598,Task Count,118.0,0.20033955857385399
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1598,gest_time,228.0,0.38709677419354838
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1598,comp_merit,118.0,0.20033955857385399
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1598,merit,158.0,0.26825127334465193
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1598,fitness,261.0,0.44312393887945672
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1598,efficiency,238.0,0.40407470288624786
