Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Organism ID,Update Born,Task Count
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1684,18769011,199272,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1690,12766796,199240,9
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1688,12902302,199111,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1701,19511230,198805,8
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1694,15774433,199651,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1685,16588671,199519,8
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1691,17176932,199766,8
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1689,19118906,199697,6
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1702,19374428,199637,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1695,11813927,199736,6
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1680,18844391,199760,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1692,21315889,199360,9
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1703,19206980,199487,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1696,18580470,199248,8
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1707,18820888,199546,9
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1681,16313768,199733,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1693,19469636,199101,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1704,18296932,199670,6
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1697,19073179,199683,6
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1708,19006704,199661,8
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1714,18746398,199784,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1726,15786520,199581,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1732,16579784,199598,7
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1736,10739547,199468,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1711,5966907,199189,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1715,8589596,199603,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1727,22279628,198901,7
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1733,15178451,199742,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1737,15284639,199815,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1712,10533423,199775,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1716,28020087,197872,7
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1728,11490397,199628,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1722,7553256,199791,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1734,12506165,199463,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1738,8474604,199573,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1713,7226089,199364,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1717,28092337,199825,7
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1723,11970235,199459,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1735,6932531,199376,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1739,8978649,199634,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1720,12948140,199787,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1718,7118387,199812,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1724,12265394,199640,7
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1730,18005045,199227,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1721,9576116,199788,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1719,15240223,199578,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1725,13977135,199731,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1731,9492759,199477,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1729,10212931,199713,9
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1710,17644984,199659,9
